№ строки	Название	Адрес	Дата начала строительства	Дата окончания строительства
199	Места стоянки легковых такси (1 и 2 этап)	УДС Волхонка ул., д.13	02.05.2012 4:00	31.12.2012 4:00
200	Места стоянки легковых такси (1 и 2 этап)	УДС Красная Пресня ул., д.4	02.05.2012 4:00	31.12.2012 4:00
201	Места стоянки легковых такси (1 и 2 этап)	УДС Дубининская ул., д.7/4, Павелецкий вокзал	02.05.2012 4:00	31.12.2012 4:00
202	Места стоянки легковых такси (1 и 2 этап)	УДС Комсомольская пл., д.2 Казанский вокзал	02.05.2012 4:00	31.12.2012 4:00
203	Места стоянки легковых такси (1 и 2 этап)	УДС Новорязанская ул., д.10 Казанский вокзал	02.05.2012 4:00	31.12.2012 4:00
204	Места стоянки легковых такси (1 и 2 этап)	УДС Рязанский проезд Казанский вокзал	02.05.2012 4:00	31.12.2012 4:00
205	Места стоянки легковых такси (1 и 2 этап)	УДС Комсомольская пл., д.5	02.05.2012 4:00	31.12.2012 4:00
206	Места стоянки легковых такси (1 и 2 этап)	УДС Краснопрудная ул., Ленинградский вокзал	02.05.2012 4:00	31.12.2012 4:00
207	Места стоянки легковых такси (1 и 2 этап)	УДС Курского вокзала пл.	02.05.2012 4:00	31.12.2012 4:00
208	Места стоянки легковых такси (1 и 2 этап)	УДС Белорусский вокзал	02.05.2012 4:00	31.12.2012 4:00
209	Места стоянки легковых такси (1 и 2 этап)	УДС Тверская Застава пл., д.1 м. Белорусская	02.05.2012 4:00	31.12.2012 4:00
210	Места стоянки легковых такси (1 и 2 этап)	УДС Нижегородская ул., д.1 ТЦ Нижегородский пассаж	02.05.2012 4:00	31.12.2012 4:00
211	Места стоянки легковых такси (1 и 2 этап)	УДС Абельмановская ул., д.17	02.05.2012 4:00	31.12.2012 4:00
212	Места стоянки легковых такси (1 и 2 этап)	УДС Никольская ул., д.25	02.05.2012 4:00	31.12.2012 4:00
213	Заездные карманы на вылетных магистралях	УДС Новопеределкино (11-й мкр.) -Боровское ш.-Мичуринский просп.-Киевский вокзал	28.06.2012 4:00	31.12.2012 4:00
214	Заездные карманы на вылетных магистралях	УДС Новопеределкино (11-й мкр.) -Боровское ш.-Мичуринский просп.-Киевский вокзал	28.06.2012 4:00	31.12.2012 4:00
215	Заездные карманы на вылетных магистралях	УДС Румянцево-Ленинский проспект-кинотеатр Ударник	08.06.2012 4:00	31.12.2012 4:00
216	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Молодогвардейская д. 46, ООТ Молодогвардейская	13.06.2012 4:00	31.12.2012 4:00
217	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Кременчугская ул. на пересечении с ул. Давыдковская	09.06.2012 4:00	31.12.2012 4:00
218	Заездные карманы на вылетных магистралях	УДС Андропова пр-т.-Бакинская ул.-Липецкая ул	09.07.2012 4:00	31.12.2012 4:00
219	Заездные карманы на вылетных магистралях	УДС Андропова пр-т.-Бакинская ул.-Липецкая ул	09.07.2012 4:00	31.12.2012 4:00
220	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Зеленоград г., Андреевка ул.	12.07.2012 4:00	31.12.2012 4:00
221	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Зеленоград г., Андреевка ул.	12.07.2012 4:00	31.12.2012 4:00
222	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Зеленоград г., Железнодорожная ул.	06.07.2012 4:00	31.12.2012 4:00
223	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Зеленоград г., Каштановая аллея	16.08.2012 4:00	31.12.2012 4:00
224	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Зеленоград г., Крюковская площадь	06.07.2012 4:00	31.12.2012 4:00
225	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Зеленоград г., Михайловка ул.	06.07.2012 4:00	31.12.2012 4:00
226	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Зеленоград г., Пересечение Центрального проспекта - Панфиловский проспект	06.07.2012 4:00	31.12.2012 4:00
227	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Зеленоград г., Проезд 4914	06.07.2012 4:00	31.12.2012 4:00
228	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Зеленоград г., Логвиненко ул. (дорожное барьерное ограждение)	06.07.2012 4:00	31.12.2012 4:00
229	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Зеленоград г., Проезд 4900	06.07.2012 4:00	31.12.2012 4:00
230	Выполнение локальных мероприятий ЦАО	УДС Крутицкий 3-й пер.	06.07.2012 4:00	31.12.2012 4:00
231	Парковочное пространство на УДС	УДС Знаменский Большой пер......Староваганьковский пер. пр1 титул 2012г.	13.06.2012 4:00	31.12.2012 4:00
232	Места стоянки легковых такси (1 и 2 этап)	УДС Рогожская Застава пл., д.2 м. Площадь Ильича	02.05.2012 4:00	31.12.2012 4:00
233	Места стоянки легковых такси (1 и 2 этап)	УДС Рогожская Застава пл., д.2 ТЦ Обувь Сити	02.05.2012 4:00	31.12.2012 4:00
234	Места стоянки легковых такси (1 и 2 этап)	УДС Ореховый б-р, д.24, к.1 м. Красногвардейская	02.05.2012 4:00	31.12.2012 4:00
235	Места стоянки легковых такси (1 и 2 этап)	УДС Ореховый б-р, д.22, м. Красногвардейская	02.05.2012 4:00	31.12.2012 4:00
236	Места стоянки легковых такси (1 и 2 этап)	УДС Домодедовская ул., д.28	02.05.2012 4:00	31.12.2012 4:00
237	Места стоянки легковых такси (1 и 2 этап)	УДС Каширское ш., д.80	02.05.2012 4:00	31.12.2012 4:00
238	Места стоянки легковых такси (1 и 2 этап)	УДС Домодедовская ул., д.12	02.05.2012 4:00	31.12.2012 4:00
239	Места стоянки легковых такси (1 и 2 этап)	УДС Тюрина ул., д.4 КПП 13 музей-заповедник Царицино	02.05.2012 4:00	31.12.2012 4:00
240	Места стоянки легковых такси (1 и 2 этап)	УДС Булатниковский пр., вл.14 пл. Бирюлево-Пасажирская	02.05.2012 4:00	31.12.2012 4:00
241	Места стоянки легковых такси (1 и 2 этап)	УДС Варшавское ш., д.158, к.2 м. Анино	02.05.2012 4:00	31.12.2012 4:00
242	Места стоянки легковых такси (1 и 2 этап)	УДС Кировоградская ул., д.9, к.4 ТЦ Южный	02.05.2012 4:00	31.12.2012 4:00
243	Места стоянки легковых такси (1 и 2 этап)	УДС Варшавское ш., д.80	02.05.2012 4:00	31.12.2012 4:00
244	Места стоянки легковых такси (1 и 2 этап)	УДС Варшавское ш., д.5	02.05.2012 4:00	31.12.2012 4:00
245	Места стоянки легковых такси (1 и 2 этап)	УДС Варшавское ш., д.26 м.Нагатинская	02.05.2012 4:00	31.12.2012 4:00
246	Места стоянки легковых такси (1 и 2 этап)	УДС Загородное ш., д.1	02.05.2012 4:00	31.12.2012 4:00
247	Места стоянки легковых такси (1 и 2 этап)	УДС Мастеркова ул., д.6	02.05.2012 4:00	31.12.2012 4:00
248	Места стоянки легковых такси (1 и 2 этап)	УДС Андропова просп., д.8	02.05.2012 4:00	31.12.2012 4:00
249	Места стоянки легковых такси (1 и 2 этап)	УДС Андропова просп., д.36	02.05.2012 4:00	31.12.2012 4:00
250	Места стоянки легковых такси (1 и 2 этап)	УДС Андропова просп., музей-заповедник Коломенское	02.05.2012 4:00	31.12.2012 4:00
251	Места стоянки легковых такси (1 и 2 этап)	УДС Каширское ш., д.26 м. Каширская	02.05.2012 4:00	31.12.2012 4:00
252	Комплексное обустройство 43 улиц	УДС Люблинская ул.	08.08.2012 4:00	31.12.2012 4:00
253	Комплексное обустройство 43 улиц	УДС Люблинская ул.	08.08.2012 4:00	31.12.2012 4:00
254	Комплексное обустройство 43 улиц	УДС Привольная ул.	08.08.2012 4:00	31.12.2012 4:00
255	Комплексное обустройство 43 улиц	УДС Привольная ул.	06.09.2012 4:00	31.12.2012 4:00
256	Комплексное обустройство 43 улиц	УДС Ташкентская ул.	02.08.2012 4:00	31.12.2012 4:00
257	Комплексное обустройство 43 улиц	УДС Ферганская ул.	03.08.2012 4:00	31.12.2012 4:00
258	Комплексное обустройство 43 улиц	УДС Ферганская ул.	03.08.2012 4:00	31.12.2012 4:00
259	Комплексное обустройство 43 улиц	УДС Ореховый б-р	10.08.2012 4:00	31.12.2012 4:00
260	Комплексное обустройство 43 улиц	УДС Ореховый б-р	10.08.2012 4:00	31.12.2012 4:00
261	Комплексное обустройство 43 улиц	УДС Ореховый б-р	06.08.2012 4:00	31.12.2012 4:00
262	Комплексное обустройство 43 улиц	УДС Ореховый б-р	06.08.2012 4:00	31.12.2012 4:00
263	Комплексное обустройство 43 улиц	УДС Шипиловская ул.	08.08.2012 4:00	31.12.2012 4:00
264	Комплексное обустройство 43 улиц	УДС Шипиловская ул.	08.08.2012 4:00	31.12.2012 4:00
265	Комплексное обустройство 43 улиц	УДС Академика Волгина ул.	23.07.2012 4:00	31.12.2012 4:00
266	Комплексное обустройство 43 улиц	УДС Академика Волгина ул.	23.07.2012 4:00	31.12.2012 4:00
267	Комплексное обустройство 43 улиц	УДС Архитектора Власова ул.	09.08.2012 4:00	31.12.2012 4:00
268	Мероприятия центра борьбы с пробками 1-й этап	УДС Вишневая ул. - Малая наб.Маршала Жукова просп. - МКАД (внутр. сторона) Свободы ул.	11.07.2012 4:00	31.12.2012 4:00
269	Мероприятия центра борьбы с пробками 1-й этап	УДС 15-я Парковая ул. Амурская ул.	12.07.2012 4:00	31.12.2012 4:00
270	Обустройство полос для пассажир. тр-а с делиниатором	УДС Мичуринский пр-т (от ул. Никулинской до Проектируемого пр-да № 5231 при следовании из центра)	16.08.2012 4:00	31.12.2012 4:00
271	Мероприятия центра борьбы с пробками 1-й этап	УДС 5-я Магистральная ул. Софьи Ковалевской ул. Фонвизина ул.	12.07.2012 4:00	31.12.2012 4:00
272	Мероприятия центра борьбы с пробками 1-й этап	УДС Бутлерова ул. Варшавское ш. - Новобутовская ул. Грина ул. Азовская ул.	06.07.2012 4:00	31.12.2012 4:00
273	Комплексное обустройство 57 улиц	УДС Юных Ленинцев ул.	03.08.2012 4:00	31.12.2012 4:00
274	Комплексное обустройство 57 улиц	УДС Борисовский пр-д	24.09.2012 4:00	31.12.2012 4:00
275	Комплексное обустройство 57 улиц	УДС Академика Капицы ул.	24.09.2012 4:00	31.12.2012 4:00
276	Комплексное обустройство 57 улиц	УДС Винокурова ул.	13.08.2012 4:00	31.12.2012 4:00
277	Комплексное обустройство 57 улиц	УДС Керченская ул.	27.09.2012 4:00	31.12.2012 4:00
278	Комплексное обустройство 57 улиц	УДС Опарина ул.	03.08.2012 4:00	31.12.2012 4:00
279	Комплексное обустройство 57 улиц	УДС 50 лет Октября ул.	03.08.2012 4:00	31.12.2012 4:00
280	Комплексное обустройство 57 улиц	УДС Генерала Антонова ул.	21.09.2012 4:00	31.12.2012 4:00
281	Комплексное обустройство 57 улиц	УДС Главмосстроя ул.	03.08.2012 4:00	31.12.2012 4:00
282	Комплексное обустройство 57 улиц	УДС Кременчугская ул.	03.08.2012 4:00	31.12.2012 4:00
283	Комплексное обустройство 57 улиц	УДС Молодогвардейская ул.	03.08.2012 4:00	31.12.2012 4:00
284	Комплексное обустройство 57 улиц	УДС Молодогвардейская ул.	03.08.2012 4:00	31.12.2012 4:00
285	Комплексное обустройство 57 улиц	УДС Новопеределкинская ул.	30.07.2012 4:00	31.12.2012 4:00
286	Комплексное обустройство 57 улиц	УДС Партизанская ул.	03.08.2012 4:00	31.12.2012 4:00
287	Комплексное обустройство 57 улиц	УДС Полоцкая ул.	03.08.2012 4:00	31.12.2012 4:00
288	Комплексное обустройство 57 улиц	УДС Приречная ул.	30.07.2012 4:00	31.12.2012 4:00
289	Комплексное обустройство 57 улиц	УДС Тропаревская ул.	30.07.2012 4:00	31.12.2012 4:00
290	Комплексное обустройство 57 улиц	УДС Шолохова ул.	02.08.2012 4:00	31.12.2012 4:00
291	Комплексное обустройство 57 улиц	УДС Крюково р-он, Логвиненко ул.	09.08.2012 4:00	31.12.2012 4:00
292	Комплексное обустройство 57 улиц	УДС Крюково р-он, проезд №657	06.08.2012 4:00	31.12.2012 4:00
293	Комплексное обустройство 57 улиц	УДС Матушкино р-он, Центральный пр-т, корп. 117	02.08.2012 4:00	31.12.2012 4:00
294	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Амундсена ул. от пр. Серебрякова до ул. Снежная	18.07.2012 4:00	31.12.2012 4:00
295	Разовые мероприятия (по поручению мэра)	УДС Люберецкие поля  (в месте пересечения вновь организуемого автоб.маршрута с маршрутом № 726)	09.08.2012 4:00	31.12.2012 4:00
296	Разовые мероприятия (по поручению мэра)	ПП м. Красногвардейская, Ореховый бульвар, д. 24-2А	17.08.2012 4:00	31.12.2012 4:00
297	Разовые мероприятия (по поручению мэра)	ПП м. Бульвар Адмирала Ушакова, от станции метро до ул. Веневская, вдоль ул. Адмирала Лазарева	17.08.2012 4:00	31.12.2012 4:00
298	Разовые мероприятия (по поручению мэра)	ПП м. Выхино, Рязанский пр-т, вл. 99	17.08.2012 4:00	31.12.2012 4:00
299	Разовые мероприятия (по поручению мэра)	ПП м. Измайловская, Измайловский пр, вл. 49	17.08.2012 4:00	31.12.2012 4:00
300	Обустройство полос для пассажир. тр-а с делиниатором	УДС Пролетарский просп. (от ул. Кантемировская до пересечения с Каширским шоссе (при следовании в центр)	16.08.2012 4:00	31.12.2012 4:00
301	Мероприятия центра борьбы с пробками 1-й этап	УДС Подольских Курсантов ул. д.3 стр.25 Подольских Курсантов ул. Харьковская ул.	12.07.2012 4:00	31.12.2012 4:00
302	Мероприятия центра борьбы с пробками 1-й этап	УДС Береговой пр. - Пр.пр. № 153 Кастанаевская ул......Университетский просп. - Ленинский просп.	12.07.2012 4:00	31.12.2012 4:00
303	Мероприятия центра борьбы с пробками 1-й этап	УДС Подольских Курсантов ул. - Дорожная ул. Подольских Курсантов ул. - Ступинский пр. Подольских Курсантов ул. д.26	12.07.2012 4:00	31.12.2012 4:00
304	Мероприятия центра борьбы с пробками 1-й этап	УДС Академика Варги ул. Теплый Стан ул.	12.07.2012 4:00	31.12.2012 4:00
305	Мероприятия центра борьбы с пробками 1-й этап	УДС Липецкая ул. - Лебедянская ул. Москворечье ул. - Котляковская ул.	12.07.2012 4:00	31.12.2012 4:00
306	Мероприятия центра борьбы с пробками 1-й этап	УДС Булатниковская ул. - Востряковский пр........Садовники ул. Липецкая ул. - 6-я Радиальная ул.	12.07.2012 4:00	31.12.2012 4:00
307	Мероприятия центра борьбы с пробками 1-й этап	УДС Андропова просп. у ст.м. Коломенская Харьковская ул. - Медынская ул.	12.07.2012 4:00	31.12.2012 4:00
308	Мероприятия центра борьбы с пробками 1-й этап	УДС Борисовские пруды ул. - Наташинский пр. Новоданиловская наб. Андропова просп.	12.07.2012 4:00	31.12.2012 4:00
309	Мероприятия центра борьбы с пробками 1-й этап	УДС Малая Филевская ул. - Полосухина ул......Центральная ул. - Аэрофлотская ул.	12.07.2012 4:00	31.12.2012 4:00
310	Мероприятия центра борьбы с пробками 1-й этап	УДС Дербеневская ул. д. 9 Брусилова ул. , д.15 Голубинская ул. – Новоясеневский пр-т Одесская ул. Болотниковская ул.	12.07.2012 4:00	31.12.2012 4:00
311	Мероприятия центра борьбы с пробками 1-й этап	УДС Волгоградский пр-т – Ташкентская ул.Артамонова ул. Кутузовский пр-т – ул. Минская Ярцевская ул. - Партизанская ул.	12.07.2012 4:00	31.12.2012 4:00
312	Мероприятия центра борьбы с пробками 1-й этап	УДС Алабяна ул.  – ул. Зорге Бескудниковский бул.......Тимирязевская ул. – Красностуденческий пр-д  МКАД 68 км	12.07.2012 4:00	31.12.2012 4:00
313	Мероприятия центра борьбы с пробками 1-й этап	УДС ул.Дубнинская	12.07.2012 4:00	31.12.2012 4:00
314	Парковочное пространство на УДС	УДС Дмитровка М. ул. - Цветной бульвар пр1 титул 2012	27.07.2012 4:00	31.12.2012 4:00
315	Формирование пилотной зоны платного паркования	УДС ул.Петровка-Каретный ряд	12.11.2012 4:00	31.12.2012 4:00
316	Устройство ограждений для ОРП	ОРП Юных Ленинцев ул., д.108, с.1	29.10.2012 4:00	31.12.2012 4:00
317	Устройство ограждений для ОРП	ОРП Веневская ул., д.2	24.10.2012 4:00	31.12.2012 4:00
318	Мероприятия центра борьбы с пробками 2-й этап	УДС ул. Авиаторов - ул. Родниковая (устройство а/д)	19.10.2012 4:00	31.12.2012 4:00
319	Мероприятия центра борьбы с пробками 2-й этап	УДС ул. Архитектора Власова - ул. Наметкина (расширение проезжей части)	19.10.2012 4:00	31.12.2012 4:00
320	Мероприятия центра борьбы с пробками 2-й этап	УДС ул. Дорожная (в районе 1-го Дорожного проезда) (устройство а/д),  МКАД 27 км  (устройство а/д)	19.10.2012 4:00	31.12.2012 4:00
321	Мероприятия центра борьбы с пробками 2-й этап	УДС ул. Тагильская - ул. Амурская (устройство а/д)	19.10.2012 4:00	31.12.2012 4:00
322	Мероприятия центра борьбы с пробками 2-й этап	УДС Голубинс. ул.-Тарусская ул.-Ясногорская ул (устр. разворота), ул.Брусилова- ул. Обводная дорога (устр. разворота), МКАД 38 КМ (устр. разворота), Ленинский просп.- ул. Стасовой (расш. Пр. части), Обручева ул.-ул.Введенского (расш. Пр. части)	15.10.2012 4:00	31.12.2012 4:00
323	Устройство ограждений для ОРП	ОРП Федосьино ул., д.5	26.10.2012 4:00	31.12.2012 4:00
324	Комплексное обустройство 43 улиц	УДС Херсонская ул.	06.08.2012 4:00	31.12.2012 4:00
325	Комплексное обустройство 43 улиц	УДС Херсонская ул.	06.08.2012 4:00	31.12.2012 4:00
326	Комплексное обустройство 43 улиц	УДС Осенняя ул.	27.07.2012 4:00	31.12.2012 4:00
327	Комплексное обустройство 43 улиц	УДС Покрышкина ул.	02.08.2012 4:00	31.12.2012 4:00
328	Комплексное обустройство 43 улиц	УДС Покрышкина ул.	20.08.2012 4:00	31.12.2012 4:00
329	Комплексное обустройство 43 улиц	УДС Скульптора Мухиной ул.	23.07.2012 4:00	31.12.2012 4:00
330	Комплексное обустройство 43 улиц	УДС Чоботовская ул.	23.07.2012 4:00	31.12.2012 4:00
331	Комплексное обустройство 43 улиц	УДС Андреевка ул.(рн.Крюково)	27.07.2012 4:00	31.12.2012 4:00
332	Комплексное обустройство 43 улиц	УДС 4921 пр.(рн.Савелкин)	23.07.2012 4:00	31.12.2012 4:00
333	Комплексное обустройство 43 улиц	УДС Болдов Ручей ул.(рн.Силино)	06.08.2012 4:00	31.12.2012 4:00
334	Мероприятия центра борьбы с пробками 1-й этап	УДС Верхние Поля ул. - Марьинский парк ул.	09.08.2012 4:00	31.12.2012 4:00
335	Мероприятия центра борьбы с пробками 1-й этап	УДС Борисовские Пруды ул. - Проектируемый пр. №5396	12.07.2012 4:00	31.12.2012 4:00
336	Мероприятия центра борьбы с пробками 1-й этап	УДС Семёновская Большая ул.	11.07.2012 4:00	31.12.2012 4:00
337	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Абрамцевская ул., д.1, 3, 10, 16, 24	06.07.2012 4:00	31.12.2012 4:00
338	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Бибиревская ул., д.7, к.1	29.06.2012 4:00	31.12.2012 4:00
339	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Корнейчука ул., д.47, 54	06.07.2012 4:00	31.12.2012 4:00
340	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Корнейчука ул., ост. Поликлиника	06.07.2012 4:00	31.12.2012 4:00
341	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Павла Корчагина ул., д.8	29.06.2012 4:00	31.12.2012 4:00
342	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Римского-Корсакова ул., д.20, 13а	03.07.2012 4:00	31.12.2012 4:00
343	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Нансена пр., ул. Снежная до пр. Серебрякова	13.08.2012 4:00	31.12.2012 4:00
344	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Инженерная ул., д.7, 22	06.07.2012 4:00	31.12.2012 4:00
345	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС проезд №6108, соединяющий ул. Полярная и Шокальского пр.	29.06.2012 4:00	31.12.2012 4:00
346	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Северодвинская ул., д.11	06.07.2012 4:00	31.12.2012 4:00
347	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС остановка Улица Римского-Корсакова	06.07.2012 4:00	31.12.2012 4:00
348	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Молодцова ул. - остановка Завод мостовых конструкций	16.07.2012 4:00	31.12.2012 4:00
349	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Полярная ул. (на остановке Поликлиника с нечетной стороны улицы)	18.07.2012 4:00	31.12.2012 4:00
350	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Полярная ул. (на остановке Поликлиника с четной стороны улицы)	20.06.2012 4:00	31.12.2012 4:00
351	Комплексное обустройство 57 улиц	УДС Каргопольская ул.	08.08.2012 4:00	31.12.2012 4:00
352	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Каргопольская ул.	06.08.2012 4:00	31.12.2012 4:00
353	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Игарский пр.	06.08.2012 4:00	31.12.2012 4:00
354	Разовые мероприятия (по поручению мэра)	ПП Проектируемый пр., 5108	24.07.2012 4:00	31.12.2012 4:00
355	Разовые мероприятия (по поручению мэра)	ПП Проектируемый пр., 5108	24.07.2012 4:00	31.12.2012 4:00
356	Разовые мероприятия (по поручению мэра)	ПП Проектируемый пр., 5108	10.08.2012 4:00	31.12.2012 4:00
357	Разовые мероприятия (по поручению мэра)	ПП Профсоюзная ул. вл.125	29.08.2012 4:00	31.12.2012 4:00
358	Разовые мероприятия (по поручению мэра)	ПП Продольный пр. (ч.1 и 2)	08.09.2012 4:00	31.12.2012 4:00
359	Разовые мероприятия (по поручению мэра)	ПП Сергея Эйзенштейна ул., напротив вл.8	08.09.2012 4:00	31.12.2012 4:00
360	Комплексное обустройство 57 улиц	УДС Двинцев ул.	09.08.2012 4:00	31.12.2012 4:00
361	Комплексное обустройство 57 улиц	УДС Корнейчука ул.	02.08.2012 4:00	31.12.2012 4:00
362	Комплексное обустройство 57 улиц	УДС Маломосковская ул.	09.08.2012 4:00	31.12.2012 4:00
363	Комплексное обустройство 57 улиц	УДС Нансена пр-д	13.08.2012 4:00	31.12.2012 4:00
364	Комплексное обустройство 57 улиц	УДС Полярная ул.	08.08.2012 4:00	31.12.2012 4:00
365	Комплексное обустройство 57 улиц	УДС Римского - Корсакова ул.	02.08.2012 4:00	31.12.2012 4:00
366	Комплексное обустройство 57 улиц	УДС Северодвинская ул.	13.08.2012 4:00	31.12.2012 4:00
367	Комплексное обустройство 57 улиц	УДС Якушкина пр-д	03.08.2012 4:00	31.12.2012 4:00
368	Комплексное обустройство 57 улиц	УДС Авиамоторная ул.	02.08.2012 4:00	31.12.2012 4:00
369	Комплексное обустройство 57 улиц	УДС Волжский бул.	03.08.2012 4:00	31.12.2012 4:00
370	Комплексное обустройство 57 улиц	УДС Краснодарская ул.	10.08.2012 4:00	31.12.2012 4:00
371	Комплексное обустройство 57 улиц	УДС Краснодарская ул.	10.08.2012 4:00	31.12.2012 4:00
372	Комплексное обустройство 57 улиц	УДС Краснодонская ул.	03.08.2012 4:00	31.12.2012 4:00
373	Комплексное обустройство 57 улиц	УДС Краснодонская ул.	03.08.2012 4:00	31.12.2012 4:00
374	Комплексное обустройство 57 улиц	УДС Саратовская ул.	21.08.2012 4:00	31.12.2012 4:00
375	Комплексное обустройство 57 улиц	УДС Совхозная ул.	03.08.2012 4:00	31.12.2012 4:00
376	Комплексное обустройство 57 улиц	УДС Ставропольская ул.	13.08.2012 4:00	31.12.2012 4:00
377	Комплексное обустройство 57 улиц	УДС Судакова ул.	21.08.2012 4:00	31.12.2012 4:00
378	Комплексное обустройство 57 улиц	УДС Федора Полетаева ул.	03.08.2012 4:00	31.12.2012 4:00
379	Комплексное обустройство 57 улиц	УДС Шоссейная ул.	03.08.2012 4:00	31.12.2012 4:00
